respondant_num,Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18,Attr19,Attr20,Attr21,Attr22,Attr23,Attr24,Attr25,Attr26,Attr27,Attr28,Attr29,Attr30,Attr31,Attr32,Attr33,Attr34,Attr35,Satisf,DM2,DM11
4910,3,0,2,19,108,2000,1,1,5000,1,5000,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,7,12
4911,3,1,1,23,88,0,1,1,100000,1,100000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,3,7
4912,1,2,2,21,126,24000,1,1,100000,1,150000,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,4,9
4913,2,1,2,19,162,38000,1,1,50000,1,200000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,6,1
4914,3,1,1,24,78,0,1,0,50000,1,50000,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1
4915,3,2,0,21,60,10000,1,0,30000,1,30000,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,4,15
4916,3,0,2,19,72,3200,1,1,250000,1,250000,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,4,12
4917,1,2,2,18,88,16260,0,0,30000,1,50000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,6,7
4918,2,0,3,24,93,6000,1,0,150000,1,150000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,2,9
4919,3,2,0,21,80,0,1,1,200000,1,200000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,7
4920,4,1,0,20,120,0,1,0,50000,0,300000,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,5,1
4921,4,1,0,23,84,0,1,0,50000,1,100000,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,2,9
4922,3,0,2,18,96,12000,1,0,200000,1,400000,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,2,12
4923,3,2,0,14,50,2000,1,0,10000,1,10000,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,6,15
4924,3,2,0,21,118,60,1,0,10000,1,30000,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,5,1
4925,2,2,1,21,160,1600,1,0,100000,1,100000,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,5,1
4926,2,0,3,20,252,36200,1,0,100000,1,100000,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,2,1
4927,1,2,2,19,108,7400,1,1,50000,1,60000,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,4,11
4928,1,0,4,22,90,30000,1,0,300000,1,300000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,6,1
4929,1,2,1,15,108,16000,1,1,50000,1,100000,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,6,9
4930,2,1,2,17,90,12000,1,0,100000,1,100000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,7,1
4931,2,1,2,17,108,4000,1,0,200000,1,200000,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,7,12
4932,0,4,1,18,92,2020,1,1,10000,1,30000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,6,2
4933,2,1,2,20,88,12400,1,1,200000,0,300000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,3,9
4934,3,2,0,24,84,0,1,1,60000,1,60000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,3,11
4935,1,1,3,19,150,30000,1,1,300000,1,300000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,4,9
4936,2,2,1,13,84,6000,1,1,50000,1,50000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,6,10
4937,3,1,1,24,40,6000,1,0,100000,0,500000,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,6,1
4938,2,1,2,20,120,0,1,0,100000,1,20000,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,7,12
4939,0,3,2,15,114,60000,0,0,200000,1,300000,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,3,9
4940,3,2,0,18,54,6000,1,0,300000,0,500000,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,3,7
4941,2,3,0,14,270,70000,1,1,150000,1,200000,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,3,4
4942,4,1,0,18,34,1000,1,0,10000,1,10000,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,7,15
4943,1,2,2,17,103,6000,1,0,30000,1,150000,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,2,9
4944,3,0,2,20,84,3800,1,1,450000,1,450000,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,3,15
4945,2,3,0,23,84,6600,1,1,250000,1,500000,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,4,1
4946,3,1,1,22,72,0,1,0,100000,1,100000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,3,7
4947,4,0,1,22,108,4000,1,0,100000,0,1000000,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,2,12
4948,3,0,2,21,108,10000,1,0,50000,1,100000,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,9
4949,3,2,0,21,90,6400,1,1,350000,1,500000,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,4,1
4950,4,0,1,24,102,6800,1,0,500000,1,500000,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,4,15
4951,3,1,1,22,48,0,1,0,50000,0,70000,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,7
4952,0,1,4,23,63,800,1,1,80000,1,120000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,3,2
4953,1,2,2,22,120,14000,1,0,100000,1,150000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,4,4
4954,3,0,2,24,104,600,1,0,120000,1,200000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1
4955,2,0,3,20,108,6200,1,0,50000,1,40000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,9
4956,1,2,2,18,96,8000,1,0,10000,1,20000,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,3,12
4957,1,0,4,9,168,64000,1,1,400000,1,400000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,4,1
4958,4,0,1,18,148,10000,1,1,120000,1,200000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,7,1
4959,4,1,0,23,58,300,1,1,50000,0,100000,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,3,7
4960,4,0,1,21,66,0,1,0,100000,1,200000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,3,1
4961,0,2,3,14,408,31200,1,1,200000,1,300000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,4,9
4962,4,0,1,20,102,10000,0,1,450000,1,500000,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,9
4963,2,3,0,22,102,30000,1,0,300000,0,1000000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,3,1
4964,4,0,1,19,96,8000,1,0,300000,1,300000,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,2,12
4965,2,2,1,21,162,10000,1,0,10000,0,20000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,7,4
4966,1,1,3,20,114,20040,0,0,200000,1,300000,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,3,9
4967,1,0,4,21,168,6400,0,0,300000,1,600000,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,2,1
4968,2,3,0,18,75,4000,1,0,30000,1,30000,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,3,15
4969,2,2,1,20,372,36000,1,0,200000,0,400000,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,5,1
4970,3,0,1,15,90,18000,1,1,70000,1,150000,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,3,9
4971,3,2,0,21,82,4360,1,0,30000,1,30000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,4,7
4972,3,1,1,24,138,0,1,0,15000,1,20000,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,4
4973,2,2,1,18,66,22000,1,1,700000,1,700000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,5,7
4974,3,0,2,22,92,18000,1,0,300000,1,300000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,5,1
4975,0,3,2,18,108,2060,1,0,100000,1,100000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,6,9
4976,2,0,3,23,60,1060,1,1,150000,1,250000,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,5,1
4977,2,2,1,19,90,18200,1,1,150000,1,150000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,6,7
4978,2,0,3,18,222,50000,1,1,400000,1,300000,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,4,9
4979,2,0,3,18,180,12600,1,0,600000,1,1000000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,5,1
4980,3,0,2,19,126,16000,1,1,4000,1,70000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,4,11
4981,0,3,2,13,168,8000,0,0,50000,0,200000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,6,9
4982,2,1,2,20,144,14500,1,0,300000,1,500000,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,3,1
4983,3,0,2,25,94,0,1,0,10000,0,50000,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,4
4984,0,4,1,17,870,640000,0,0,15000,1,200000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,6,9
4985,1,1,3,21,78,9000,1,1,100000,0,150000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,7,9
4986,1,2,2,21,138,7800,1,1,30000,1,30000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,6,2
4987,4,1,0,22,66,1000,1,1,300000,1,300000,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,3,16
4988,1,2,2,19,108,20000,1,0,100000,1,100000,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,4,9
4989,3,1,1,19,88,2000,1,0,30000,1,70000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,2,13
4990,0,0,5,14,324,62000,1,0,150000,1,200000,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,2,4
4991,5,0,0,21,34,30000,1,1,30000,0,50000,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,2,1
4992,2,2,1,12,108,12000,1,1,100000,1,100000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,3,1
4993,1,1,3,13,144,10000,1,1,50000,1,50000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,6,13
4994,3,2,0,19,90,5400,1,1,50000,1,50000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,5,3
4995,3,2,0,20,102,2200,1,1,60000,1,60000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,6,11
4996,2,0,3,21,96,2600,1,1,15000,1,20000,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,3
4997,4,0,1,19,104,5020,1,1,30000,1,50000,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,5,1
4998,1,4,0,22,162,4000,0,0,20000,0,50000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,7,4
4999,2,3,0,20,134,5000,1,0,10000,0,30000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,7,4
5000,2,2,1,12,148,9000,1,0,30000,1,50000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,7,13
5001,2,2,1,23,66,2000,1,1,80000,1,60000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,4,11
5002,1,4,0,15,156,22000,1,0,80000,1,100000,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,3,9
5003,1,2,2,16,132,28000,1,0,300000,1,500000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,3,4
5004,3,0,2,22,112,10000,1,0,80000,1,100000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,3,2
5005,2,3,0,20,84,10000,1,1,200000,1,300000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,6,1
5006,4,0,1,23,122,17000,0,0,150000,1,200000,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,2,1
5007,1,1,3,22,168,10000,1,1,100000,1,150000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,4,4
5008,0,3,2,20,130,26000,1,1,150000,1,200000,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,6,1
5009,2,0,3,19,132,7000,1,0,50000,1,50000,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,9
5010,2,0,3,17,108,16000,1,0,200000,1,300000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,2,4
5011,2,3,0,18,70,14000,1,1,300000,1,300000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,5,1
5012,4,1,0,22,108,4000,1,1,50000,1,50000,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,6,13
5013,1,2,2,17,198,12400,1,1,50000,1,50000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,5,1
5014,2,2,1,18,96,2100,1,1,20000,1,20000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,6,2
5015,0,4,1,16,126,15000,1,1,150000,1,150000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,7,9
5016,4,0,1,24,76,100,1,0,350000,1,350000,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,2,16
5017,3,0,2,21,88,10000,0,1,200000,1,300000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,2,1
5018,3,1,1,24,112,500,1,0,200000,1,200000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,5,1
5019,2,1,2,13,118,10000,1,1,60000,1,70000,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,5,13
5020,2,2,1,19,120,28600,1,0,150000,1,150000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,5,9
5021,3,0,2,18,78,2000,1,1,20000,1,30000,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1
5022,3,1,1,23,37,520,1,1,200000,1,300000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,5,2
5023,2,0,3,15,216,10000,1,0,30000,1,50000,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,5,13
5024,3,2,0,23,90,0,1,0,100000,1,120000,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,4,16
5025,1,4,0,14,162,13600,1,1,100000,1,20000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,7,2
5026,4,0,1,18,246,8000,1,0,200000,1,200000,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,2,1
5027,4,0,1,19,120,3800,1,1,100000,1,150000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,2,16
5028,3,0,2,21,126,42000,1,1,200000,1,250000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,3,1
5029,3,2,0,23,84,40,0,1,100000,1,100000,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,3,14
5030,2,1,2,21,122,6000,1,1,60000,1,60000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,4,11
5031,1,2,2,20,132,6000,1,1,70000,1,70000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,5,11
5032,3,1,1,24,92,6000,1,1,70000,1,70000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,2,11
5033,3,1,1,22,90,60,1,1,50000,1,30000,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,2,11
5034,1,1,3,20,108,10600,1,1,80000,1,100000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,16
5035,4,1,0,24,26,120,1,1,400000,1,400000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,3,2
5036,0,3,2,18,108,40000,0,0,500000,1,700000,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,5,4
5037,1,2,2,18,108,3600,1,1,10000,1,30000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,13
5038,2,3,0,20,84,20000,1,1,100000,1,150000,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,4,1
5039,4,1,0,25,40,400,1,1,200000,1,200000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,2,2
5040,3,1,1,24,54,100,1,1,15000,1,150000,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,2,16
5041,3,2,0,25,84,400,1,1,300000,1,300000,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,4,14
5042,3,2,0,23,114,0,1,0,150000,1,200000,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,3,1
5043,1,0,4,14,222,66000,1,1,150000,1,250000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,3,13
5044,2,1,2,21,96,36100,1,1,300000,1,300000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,5,1
5045,0,4,1,20,126,28000,1,1,100000,1,100000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,5,10
5046,4,0,1,21,93,8000,1,1,360000,1,400000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,3,4
5047,2,2,1,20,126,2000,1,0,50000,1,50000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,6,1
5048,3,0,2,15,156,10000,1,0,50000,1,50000,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,6,13
5049,3,1,1,24,46,130,1,1,250000,1,300000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,5,2
5050,2,2,1,23,70,0,1,0,30000,1,30000,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,7,16
5051,2,1,2,21,96,2900,1,1,100000,1,200000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,4,5
5052,3,1,1,21,64,10000,1,1,100000,1,150000,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,3,1
5053,1,3,1,18,120,15000,0,0,20000,1,30000,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,14
5054,3,2,0,22,102,10000,1,0,100000,1,300000,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,5,9
5055,2,0,3,18,132,9800,1,1,150000,1,150000,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,2,16
5056,3,1,1,12,132,3200,1,0,20000,1,50000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,7,13
5057,3,2,0,23,40,230,1,1,200000,1,300000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,2,2
5058,2,0,2,16,132,500,1,0,40000,1,50000,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1
5059,1,4,0,11,210,25400,1,1,500000,1,500000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,4,3
5060,3,0,2,14,138,7200,1,1,50000,1,80000,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,7,13
5061,4,0,1,20,74,1300,1,1,15000,1,15000,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,5,16
5062,3,1,1,23,84,1000,1,1,400000,0,600000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,7
5063,2,0,3,21,122,14000,1,1,50000,1,50000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,3,3
5064,4,1,0,20,96,16000,1,0,70000,1,250000,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,2,9
5065,3,1,1,16,126,2000,1,0,100000,1,100000,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1
5066,5,0,0,23,48,520,1,1,500000,1,500000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,2,2
5067,4,1,0,17,102,23000,1,1,50000,1,150000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,5,1
5068,1,1,3,13,222,13400,1,1,60000,1,50000,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,7,13
5069,0,3,2,20,114,31100,1,1,250000,1,300000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,5,5
5070,1,0,4,16,192,14000,1,1,50000,1,50000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,5,3
5071,3,1,1,24,72,0,1,0,350000,0,1000000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,2,7
5072,1,2,2,16,120,6100,0,1,10000,0,50000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,6,10
5073,1,4,0,16,138,36200,1,0,80000,1,150000,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,4,9
5074,1,2,2,14,144,26000,1,0,200000,1,300000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,4,16
5075,1,1,3,15,204,38600,1,1,100000,1,200000,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,2,7
5076,2,1,2,20,114,6000,1,1,100000,1,100000,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,3,15
5077,1,2,2,16,450,16000,1,1,30000,1,30000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,6,2
